Case_ID,Activity,Timestamp,Resource,Amount,Department
PO_0074,Manager Review,2024-02-18 02:00:00,Manager_2,50000,Operations
PO_0074,Finance Check,2024-02-18 05:00:00,Finance_Y,50000,Operations
PO_0074,Approve,2024-02-20 21:00:00,Manager_3,50000,Operations
PO_0074,Final Approval,2024-02-21 04:00:00,Director_Beta,50000,Operations
PO_0074,Send to Vendor,2024-02-23 00:00:00,System,50000,Operations
PO_0075,Submit Purchase Request,2024-01-10 00:00:00,Employee_C,3000,HR
PO_0075,Manager Review,2024-01-10 01:00:00,Manager_2,3000,HR
PO_0075,Rework Request,2024-01-10 06:00:00,Employee_D,3000,HR
PO_0075,Manager Review,2024-01-10 10:00:00,Manager_3,3000,HR
PO_0075,Approve,2024-01-10 14:00:00,Manager_2,3000,HR
PO_0075,Send to Vendor,2024-01-10 17:00:00,System,3000,HR
PO_0076,Submit Purchase Request,2024-03-08 00:00:00,Employee_A,1500,HR
PO_0076,Manager Review,2024-03-08 03:00:00,Manager_3,1500,HR
PO_0076,Approve,2024-03-08 22:00:00,Manager_2,1500,HR
PO_0076,Send to Vendor,2024-03-09 04:00:00,System,1500,HR
PO_0077,Submit Purchase Request,2024-01-10 00:00:00,Employee_C,50000,Finance
PO_0077,Manager Review,2024-01-10 02:00:00,Manager_3,50000,Finance
PO_0077,Finance Check,2024-01-10 06:00:00,Finance_Y,50000,Finance
PO_0077,Approve,2024-01-10 22:00:00,Manager_3,50000,Finance
PO_0077,Final Approval,2024-01-11 00:00:00,Director_Beta,50000,Finance
PO_0077,Send to Vendor,2024-01-11 12:00:00,System,50000,Finance
PO_0078,Submit Purchase Request,2024-01-12 00:00:00,Employee_C,8000,IT
PO_0078,Manager Review,2024-01-12 03:00:00,Manager_2,8000,IT
PO_0078,Finance Check,2024-01-12 09:00:00,Finance_X,8000,IT
PO_0078,Reject,2024-01-15 08:00:00,Manager_2,8000,IT
PO_0079,Submit Purchase Request,2024-02-14 00:00:00,Employee_B,3000,Marketing
PO_0079,Manager Review,2024-02-14 04:00:00,Manager_3,3000,Marketing
PO_0079,Rework Request,2024-02-14 10:00:00,Employee_B,3000,Marketing
PO_0079,Manager Review,2024-02-15 19:00:00,Manager_3,3000,Marketing
PO_0079,Approve,2024-02-16 01:00:00,Manager_2,3000,Marketing
PO_0079,Send to Vendor,2024-02-16 06:00:00,System,3000,Marketing
PO_0080,Submit Purchase Request,2024-03-14 00:00:00,Employee_D,500,HR
PO_0080,Manager Review,2024-03-14 03:00:00,Manager_3,500,HR
PO_0080,Approve,2024-03-14 14:00:00,Manager_3,500,HR
PO_0080,Send to Vendor,2024-03-14 21:00:00,System,500,HR
PO_0081,Submit Purchase Request,2024-03-18 00:00:00,Employee_D,8000,HR
PO_0081,Manager Review,2024-03-18 01:00:00,Manager_1,8000,HR
PO_0081,Finance Check,2024-03-18 15:00:00,Finance_Z,8000,HR
PO_0081,Approve,2024-03-20 16:00:00,Manager_3,8000,HR
PO_0081,Send to Vendor,2024-03-20 21:00:00,System,8000,HR
PO_0082,Submit Purchase Request,2024-06-17 00:00:00,Employee_A,8000,IT
PO_0082,Manager Review,2024-06-17 04:00:00,Manager_2,8000,IT
PO_0082,Finance Check,2024-06-17 13:00:00,Finance_Z,8000,IT
PO_0082,Reject,2024-06-19 14:00:00,Manager_1,8000,IT
PO_0083,Submit Purchase Request,2024-03-05 00:00:00,Employee_B,5500,Finance
PO_0083,Manager Review,2024-03-05 01:00:00,Manager_3,5500,Finance
PO_0083,Finance Check,2024-03-05 23:00:00,Finance_X,5500,Finance
PO_0083,Approve,2024-03-07 18:00:00,Manager_2,5500,Finance
PO_0083,Send to Vendor,2024-03-07 19:00:00,System,5500,Finance
PO_0084,Submit Purchase Request,2024-01-24 00:00:00,Employee_D,15000,Marketing
PO_0084,Manager Review,2024-01-24 02:00:00,Manager_1,15000,Marketing
PO_0084,Finance Check,2024-01-24 08:00:00,Finance_Z,15000,Marketing
PO_0084,Approve,2024-01-26 10:00:00,Manager_3,15000,Marketing
PO_0084,Final Approval,2024-01-26 15:00:00,Director_Alpha,15000,Marketing
PO_0084,Send to Vendor,2024-01-27 09:00:00,System,15000,Marketing
PO_0085,Submit Purchase Request,2024-03-27 00:00:00,Employee_A,50000,Operations
PO_0085,Manager Review,2024-03-27 02:00:00,Manager_1,50000,Operations
PO_0085,Finance Check,2024-03-28 01:00:00,Finance_Z,50000,Operations
PO_0085,Approve,2024-03-30 07:00:00,Manager_3,50000,Operations
PO_0085,Final Approval,2024-03-30 13:00:00,Director_Alpha,50000,Operations
PO_0085,Send to Vendor,2024-03-31 16:00:00,System,50000,Operations
PO_0086,Submit Purchase Request,2024-05-17 00:00:00,Employee_C,500,Operations
PO_0086,Manager Review,2024-05-17 04:00:00,Manager_3,500,Operations
PO_0086,Rework Request,2024-05-17 17:00:00,Employee_A,500,Operations
PO_0086,Manager Review,2024-05-19 16:00:00,Manager_1,500,Operations
PO_0086,Approve,2024-05-20 01:00:00,Manager_1,500,Operations
PO_0086,Send to Vendor,2024-05-20 07:00:00,System,500,Operations
PO_0087,Submit Purchase Request,2024-06-11 00:00:00,Employee_C,5500,IT
PO_0087,Manager Review,2024-06-11 04:00:00,Manager_1,5500,IT
PO_0087,Finance Check,2024-06-11 10:00:00,Finance_X,5500,IT
PO_0087,Approve,2024-06-11 18:00:00,Manager_2,5500,IT
PO_0087,Send to Vendor,2024-06-12 02:00:00,System,5500,IT
PO_0088,Submit Purchase Request,2024-03-01 00:00:00,Employee_D,1500,IT
PO_0088,Manager Review,2024-03-01 03:00:00,Manager_3,1500,IT
PO_0088,Approve,2024-03-02 03:00:00,Manager_3,1500,IT
PO_0088,Send to Vendor,2024-03-02 10:00:00,System,1500,IT
PO_0089,Submit Purchase Request,2024-06-16 00:00:00,Employee_D,3000,HR
PO_0089,Manager Review,2024-06-16 03:00:00,Manager_1,3000,HR
PO_0089,Rework Request,2024-06-17 03:00:00,Employee_C,3000,HR
PO_0089,Manager Review,2024-06-17 20:00:00,Manager_2,3000,HR
PO_0089,Approve,2024-06-18 05:00:00,Manager_1,3000,HR
PO_0089,Send to Vendor,2024-06-18 11:00:00,System,3000,HR
PO_0090,Submit Purchase Request,2024-05-19 00:00:00,Employee_A,1500,Operations
PO_0090,Manager Review,2024-05-19 04:00:00,Manager_2,1500,Operations
PO_0090,Approve,2024-05-19 12:00:00,Manager_1,1500,Operations
PO_0090,Send to Vendor,2024-05-19 20:00:00,System,1500,Operations
PO_0091,Submit Purchase Request,2024-06-13 00:00:00,Employee_A,1500,Marketing
PO_0091,Manager Review,2024-06-13 03:00:00,Manager_1,1500,Marketing
PO_0091,Approve,2024-06-13 09:00:00,Manager_3,1500,Marketing
PO_0091,Send to Vendor,2024-06-13 13:00:00,System,1500,Marketing
PO_0092,Submit Purchase Request,2024-02-23 00:00:00,Employee_B,1500,Finance
PO_0092,Manager Review,2024-02-23 03:00:00,Manager_1,1500,Finance
PO_0092,Approve,2024-02-24 00:00:00,Manager_1,1500,Finance
PO_0092,Send to Vendor,2024-02-24 05:00:00,System,1500,Finance
PO_0093,Submit Purchase Request,2024-05-18 00:00:00,Employee_A,3000,Marketing
PO_0093,Manager Review,2024-05-18 02:00:00,Manager_1,3000,Marketing
PO_0093,Approve,2024-05-18 15:00:00,Manager_1,3000,Marketing
PO_0093,Send to Vendor,2024-05-18 21:00:00,System,3000,Marketing
PO_0094,Submit Purchase Request,2024-03-08 00:00:00,Employee_A,500,Marketing
PO_0094,Manager Review,2024-03-08 01:00:00,Manager_2,500,Marketing
PO_0094,Rework Request,2024-03-08 17:00:00,Employee_C,500,Marketing
PO_0094,Manager Review,2024-03-10 05:00:00,Manager_3,500,Marketing
PO_0094,Approve,2024-03-10 08:00:00,Manager_2,500,Marketing
PO_0094,Send to Vendor,2024-03-10 12:00:00,System,500,Marketing
PO_0095,Submit Purchase Request,2024-03-18 00:00:00,Employee_A,500,Finance
PO_0095,Manager Review,2024-03-18 04:00:00,Manager_2,500,Finance
PO_0095,Approve,2024-03-18 19:00:00,Manager_3,500,Finance
PO_0095,Send to Vendor,2024-03-18 21:00:00,System,500,Finance
PO_0096,Submit Purchase Request,2024-01-19 00:00:00,Employee_B,50000,HR
PO_0096,Manager Review,2024-01-19 01:00:00,Manager_1,50000,HR
PO_0096,Finance Check,2024-01-19 11:00:00,Finance_Z,50000,HR
PO_0096,Approve,2024-01-21 08:00:00,Manager_2,50000,HR
PO_0096,Final Approval,2024-01-21 13:00:00,Director_Beta,50000,HR
PO_0096,Send to Vendor,2024-01-22 23:00:00,System,50000,HR
PO_0097,Submit Purchase Request,2024-06-28 00:00:00,Employee_B,25000,IT
PO_0097,Manager Review,2024-06-28 04:00:00,Manager_2,25000,IT
PO_0097,Rework Request,2024-06-28 13:00:00,Employee_D,25000,IT
PO_0097,Manager Review,2024-06-29 14:00:00,Manager_2,25000,IT
PO_0097,Finance Check,2024-06-29 22:00:00,Finance_Y,25000,IT
PO_0097,Approve,2024-06-30 14:00:00,Manager_2,25000,IT
PO_0097,Final Approval,2024-06-30 21:00:00,Director_Beta,25000,IT
PO_0097,Send to Vendor,2024-07-02 17:00:00,System,25000,IT
PO_0098,Submit Purchase Request,2024-02-09 00:00:00,Employee_A,8000,Operations
PO_0098,Manager Review,2024-02-09 01:00:00,Manager_1,8000,Operations
PO_0098,Finance Check,2024-02-09 16:00:00,Finance_X,8000,Operations
PO_0098,Approve,2024-02-11 19:00:00,Manager_1,8000,Operations
PO_0098,Send to Vendor,2024-02-11 20:00:00,System,8000,Operations
PO_0099,Submit Purchase Request,2024-04-15 00:00:00,Employee_D,15000,IT
PO_0099,Manager Review,2024-04-15 01:00:00,Manager_2,15000,IT
PO_0099,Finance Check,2024-04-15 22:00:00,Finance_Y,15000,IT
PO_0099,Approve,2024-04-17 23:00:00,Manager_1,15000,IT
PO_0099,Final Approval,2024-04-18 03:00:00,Director_Alpha,15000,IT
PO_0099,Send to Vendor,2024-04-19 23:00:00,System,15000,IT
PO_0100,Submit Purchase Request,2024-01-28 00:00:00,Employee_A,50000,Marketing
PO_0100,Manager Review,2024-01-28 03:00:00,Manager_3,50000,Marketing
PO_0100,Finance Check,2024-01-28 12:00:00,Finance_Y,50000,Marketing
PO_0100,Approve,2024-01-28 19:00:00,Manager_3,50000,Marketing
PO_0100,Final Approval,2024-01-29 00:00:00,Director_Alpha,50000,Marketing
PO_0100,Send to Vendor,2024-01-29 13:00:00,System,50000,Marketing
PO_0101,Submit Purchase Request,2024-03-27 00:00:00,Employee_B,8000,Operations
PO_0101,Manager Review,2024-03-27 04:00:00,Manager_1,8000,Operations
PO_0101,Finance Check,2024-03-27 10:00:00,Finance_Z,8000,Operations
PO_0101,Approve,2024-03-27 17:00:00,Manager_1,8000,Operations
PO_0101,Send to Vendor,2024-03-27 21:00:00,System,8000,Operations
PO_0102,Submit Purchase Request,2024-04-26 00:00:00,Employee_C,25000,HR
PO_0102,Manager Review,2024-04-26 01:00:00,Manager_1,25000,HR
PO_0102,Finance Check,2024-04-26 07:00:00,Finance_X,25000,HR
PO_0102,Approve,2024-04-26 17:00:00,Manager_3,25000,HR
PO_0102,Final Approval,2024-04-26 19:00:00,Director_Beta,25000,HR
PO_0102,Send to Vendor,2024-04-28 01:00:00,System,25000,HR
PO_0103,Submit Purchase Request,2024-06-04 00:00:00,Employee_A,25000,HR
PO_0103,Manager Review,2024-06-04 03:00:00,Manager_2,25000,HR
PO_0103,Finance Check,2024-06-04 08:00:00,Finance_Y,25000,HR
PO_0103,Approve,2024-06-07 02:00:00,Manager_3,25000,HR
PO_0103,Final Approval,2024-06-07 07:00:00,Director_Alpha,25000,HR
PO_0103,Send to Vendor,2024-06-07 23:00:00,System,25000,HR
PO_0104,Submit Purchase Request,2024-01-15 00:00:00,Employee_B,25000,Finance
PO_0104,Manager Review,2024-01-15 02:00:00,Manager_2,25000,Finance
PO_0104,Rework Request,2024-01-15 13:00:00,Employee_C,25000,Finance
PO_0104,Manager Review,2024-01-16 00:00:00,Manager_1,25000,Finance
PO_0104,Finance Check,2024-01-16 09:00:00,Finance_Z,25000,Finance
PO_0104,Approve,2024-01-18 20:00:00,Manager_1,25000,Finance
PO_0104,Final Approval,2024-01-18 23:00:00,Director_Beta,25000,Finance
PO_0104,Send to Vendor,2024-01-20 11:00:00,System,25000,Finance
PO_0105,Submit Purchase Request,2024-05-23 00:00:00,Employee_A,5500,Finance
PO_0105,Manager Review,2024-05-23 04:00:00,Manager_3,5500,Finance
PO_0105,Finance Check,2024-05-23 07:00:00,Finance_Y,5500,Finance
PO_0105,Approve,2024-05-23 13:00:00,Manager_2,5500,Finance
PO_0105,Send to Vendor,2024-05-23 15:00:00,System,5500,Finance
PO_0106,Submit Purchase Request,2024-04-19 00:00:00,Employee_D,15000,Finance
PO_0106,Manager Review,2024-04-19 03:00:00,Manager_1,15000,Finance
PO_0106,Finance Check,2024-04-19 17:00:00,Finance_X,15000,Finance
PO_0106,Approve,2024-04-21 14:00:00,Manager_1,15000,Finance
PO_0106,Final Approval,2024-04-21 22:00:00,Director_Beta,15000,Finance
PO_0106,Send to Vendor,2024-04-22 05:00:00,System,15000,Finance
PO_0107,Submit Purchase Request,2024-03-03 00:00:00,Employee_A,25000,IT
PO_0107,Manager Review,2024-03-03 04:00:00,Manager_2,25000,IT
PO_0107,Finance Check,2024-03-03 16:00:00,Finance_X,25000,IT
PO_0107,Approve,2024-03-05 14:00:00,Manager_1,25000,IT
PO_0107,Final Approval,2024-03-05 16:00:00,Director_Alpha,25000,IT
PO_0107,Send to Vendor,2024-03-07 03:00:00,System,25000,IT
PO_0108,Submit Purchase Request,2024-03-30 00:00:00,Employee_B,5500,Operations
PO_0108,Manager Review,2024-03-30 02:00:00,Manager_1,5500,Operations
PO_0108,Finance Check,2024-03-30 08:00:00,Finance_Y,5500,Operations
PO_0108,Approve,2024-03-31 13:00:00,Manager_1,5500,Operations
PO_0108,Send to Vendor,2024-03-31 16:00:00,System,5500,Operations
PO_0109,Submit Purchase Request,2024-06-09 00:00:00,Employee_D,1500,Marketing
PO_0109,Manager Review,2024-06-09 03:00:00,Manager_3,1500,Marketing
PO_0109,Approve,2024-06-09 15:00:00,Manager_1,1500,Marketing
PO_0109,Send to Vendor,2024-06-09 23:00:00,System,1500,Marketing
PO_0110,Submit Purchase Request,2024-04-23 00:00:00,Employee_A,1500,HR
PO_0110,Manager Review,2024-04-23 03:00:00,Manager_3,1500,HR
PO_0110,Approve,2024-04-23 07:00:00,Manager_2,1500,HR
PO_0110,Send to Vendor,2024-04-23 15:00:00,System,1500,HR
PO_0111,Submit Purchase Request,2024-01-15 00:00:00,Employee_A,50000,IT
PO_0111,Manager Review,2024-01-15 04:00:00,Manager_2,50000,IT
PO_0111,Finance Check,2024-01-16 00:00:00,Finance_Z,50000,IT
PO_0111,Approve,2024-01-16 09:00:00,Manager_2,50000,IT
PO_0111,Final Approval,2024-01-16 13:00:00,Director_Beta,50000,IT
PO_0111,Send to Vendor,2024-01-18 05:00:00,System,50000,IT
PO_0112,Submit Purchase Request,2024-02-08 00:00:00,Employee_C,50000,Finance
PO_0112,Manager Review,2024-02-08 01:00:00,Manager_3,50000,Finance
PO_0112,Finance Check,2024-02-08 23:00:00,Finance_X,50000,Finance
PO_0112,Approve,2024-02-09 08:00:00,Manager_1,50000,Finance
PO_0112,Final Approval,2024-02-09 16:00:00,Director_Beta,50000,Finance
PO_0112,Send to Vendor,2024-02-11 03:00:00,System,50000,Finance
PO_0113,Submit Purchase Request,2024-04-05 00:00:00,Employee_C,3000,Operations
PO_0113,Manager Review,2024-04-05 01:00:00,Manager_3,3000,Operations
PO_0113,Approve,2024-04-05 23:00:00,Manager_2,3000,Operations
PO_0113,Send to Vendor,2024-04-06 01:00:00,System,3000,Operations
PO_0114,Submit Purchase Request,2024-05-22 00:00:00,Employee_B,15000,IT
PO_0114,Manager Review,2024-05-22 03:00:00,Manager_1,15000,IT
PO_0114,Finance Check,2024-05-22 23:00:00,Finance_Z,15000,IT
PO_0114,Approve,2024-05-23 21:00:00,Manager_2,15000,IT
PO_0114,Final Approval,2024-05-24 02:00:00,Director_Beta,15000,IT
PO_0114,Send to Vendor,2024-05-24 12:00:00,System,15000,IT
PO_0115,Submit Purchase Request,2024-05-23 00:00:00,Employee_B,1500,Operations
PO_0115,Manager Review,2024-05-23 01:00:00,Manager_3,1500,Operations
PO_0115,Approve,2024-05-24 00:00:00,Manager_2,1500,Operations
PO_0115,Send to Vendor,2024-05-24 06:00:00,System,1500,Operations
PO_0116,Submit Purchase Request,2024-03-20 00:00:00,Employee_D,500,Operations
PO_0116,Manager Review,2024-03-20 02:00:00,Manager_1,500,Operations
PO_0116,Approve,2024-03-20 08:00:00,Manager_1,500,Operations
PO_0116,Send to Vendor,2024-03-20 10:00:00,System,500,Operations
PO_0117,Submit Purchase Request,2024-05-09 00:00:00,Employee_A,8000,IT
PO_0117,Manager Review,2024-05-09 03:00:00,Manager_3,8000,IT
PO_0117,Finance Check,2024-05-09 09:00:00,Finance_Z,8000,IT
PO_0117,Approve,2024-05-11 13:00:00,Manager_1,8000,IT
PO_0117,Send to Vendor,2024-05-11 16:00:00,System,8000,IT
PO_0118,Submit Purchase Request,2024-02-12 00:00:00,Employee_C,3000,Finance
PO_0118,Manager Review,2024-02-12 02:00:00,Manager_2,3000,Finance
PO_0118,Reject,2024-02-12 23:00:00,Manager_2,3000,Finance
PO_0119,Submit Purchase Request,2024-05-16 00:00:00,Employee_D,50000,Marketing
PO_0119,Manager Review,2024-05-16 02:00:00,Manager_2,50000,Marketing
PO_0119,Finance Check,2024-05-17 01:00:00,Finance_Z,50000,Marketing
PO_0119,Approve,2024-05-19 13:00:00,Manager_2,50000,Marketing
PO_0119,Final Approval,2024-05-19 18:00:00,Director_Beta,50000,Marketing
PO_0119,Send to Vendor,2024-05-21 04:00:00,System,50000,Marketing
PO_0120,Submit Purchase Request,2024-02-21 00:00:00,Employee_C,25000,Marketing
PO_0120,Manager Review,2024-02-21 01:00:00,Manager_3,25000,Marketing
PO_0120,Finance Check,2024-02-21 18:00:00,Finance_Y,25000,Marketing
PO_0120,Approve,2024-02-22 11:00:00,Manager_3,25000,Marketing
PO_0120,Final Approval,2024-02-22 13:00:00,Director_Beta,25000,Marketing
PO_0120,Send to Vendor,2024-02-22 20:00:00,System,25000,Marketing
PO_0121,Submit Purchase Request,2024-04-25 00:00:00,Employee_D,3000,Operations
PO_0121,Manager Review,2024-04-25 01:00:00,Manager_1,3000,Operations
PO_0121,Approve,2024-04-25 17:00:00,Manager_2,3000,Operations
PO_0121,Send to Vendor,2024-04-25 18:00:00,System,3000,Operations
PO_0122,Submit Purchase Request,2024-04-11 00:00:00,Employee_A,25000,IT
PO_0122,Manager Review,2024-04-11 03:00:00,Manager_1,25000,IT
PO_0122,Finance Check,2024-04-11 05:00:00,Finance_Y,25000,IT
PO_0122,Approve,2024-04-11 21:00:00,Manager_3,25000,IT
PO_0122,Final Approval,2024-04-12 03:00:00,Director_Alpha,25000,IT
PO_0122,Send to Vendor,2024-04-12 13:00:00,System,25000,IT
PO_0123,Submit Purchase Request,2024-04-30 00:00:00,Employee_D,500,Operations
PO_0123,Manager Review,2024-04-30 04:00:00,Manager_3,500,Operations
PO_0123,Approve,2024-04-30 06:00:00,Manager_1,500,Operations
PO_0123,Send to Vendor,2024-04-30 07:00:00,System,500,Operations
PO_0124,Submit Purchase Request,2024-02-08 00:00:00,Employee_D,8000,Marketing
PO_0124,Manager Review,2024-02-08 01:00:00,Manager_2,8000,Marketing
PO_0124,Finance Check,2024-02-08 10:00:00,Finance_Y,8000,Marketing
PO_0124,Approve,2024-02-09 05:00:00,Manager_1,8000,Marketing
PO_0124,Send to Vendor,2024-02-09 09:00:00,System,8000,Marketing
PO_0125,Submit Purchase Request,2024-04-27 00:00:00,Employee_D,25000,Finance
PO_0125,Manager Review,2024-04-27 01:00:00,Manager_3,25000,Finance
PO_0125,Rework Request,2024-04-27 19:00:00,Employee_B,25000,Finance
PO_0125,Manager Review,2024-04-28 08:00:00,Manager_2,25000,Finance
PO_0125,Finance Check,2024-04-28 16:00:00,Finance_X,25000,Finance
PO_0125,Approve,2024-04-30 17:00:00,Manager_1,25000,Finance
PO_0125,Final Approval,2024-05-01 00:00:00,Director_Alpha,25000,Finance
PO_0125,Send to Vendor,2024-05-02 20:00:00,System,25000,Finance
PO_0126,Submit Purchase Request,2024-04-02 00:00:00,Employee_A,1500,Finance
PO_0126,Manager Review,2024-04-02 04:00:00,Manager_2,1500,Finance
PO_0126,Rework Request,2024-04-02 07:00:00,Employee_D,1500,Finance
PO_0126,Manager Review,2024-04-03 10:00:00,Manager_2,1500,Finance
PO_0126,Approve,2024-04-03 12:00:00,Manager_2,1500,Finance
PO_0126,Send to Vendor,2024-04-03 14:00:00,System,1500,Finance
PO_0127,Submit Purchase Request,2024-06-17 00:00:00,Employee_C,15000,Marketing
PO_0127,Manager Review,2024-06-17 02:00:00,Manager_1,15000,Marketing
PO_0127,Finance Check,2024-06-17 15:00:00,Finance_Z,15000,Marketing
PO_0127,Approve,2024-06-19 14:00:00,Manager_3,15000,Marketing
PO_0127,Final Approval,2024-06-19 17:00:00,Director_Beta,15000,Marketing
PO_0127,Send to Vendor,2024-06-21 15:00:00,System,15000,Marketing
PO_0128,Submit Purchase Request,2024-02-04 00:00:00,Employee_D,50000,Marketing
PO_0128,Manager Review,2024-02-04 01:00:00,Manager_2,50000,Marketing
PO_0128,Rework Request,2024-02-04 09:00:00,Employee_A,50000,Marketing
PO_0128,Manager Review,2024-02-05 01:00:00,Manager_1,50000,Marketing
PO_0128,Finance Check,2024-02-05 08:00:00,Finance_Y,50000,Marketing
PO_0128,Approve,2024-02-08 05:00:00,Manager_2,50000,Marketing
PO_0128,Final Approval,2024-02-08 13:00:00,Director_Beta,50000,Marketing
PO_0128,Send to Vendor,2024-02-08 17:00:00,System,50000,Marketing
PO_0129,Submit Purchase Request,2024-04-01 00:00:00,Employee_C,5500,Operations
PO_0129,Manager Review,2024-04-01 03:00:00,Manager_1,5500,Operations
PO_0129,Finance Check,2024-04-01 16:00:00,Finance_Y,5500,Operations
PO_0129,Reject,2024-04-03 23:00:00,Manager_3,5500,Operations
PO_0130,Submit Purchase Request,2024-03-27 00:00:00,Employee_D,50000,HR
PO_0130,Manager Review,2024-03-27 03:00:00,Manager_3,50000,HR
PO_0130,Finance Check,2024-03-27 13:00:00,Finance_X,50000,HR
PO_0130,Approve,2024-03-29 23:00:00,Manager_1,50000,HR
PO_0130,Final Approval,2024-03-30 06:00:00,Director_Alpha,50000,HR
PO_0130,Send to Vendor,2024-03-31 18:00:00,System,50000,HR
PO_0131,Submit Purchase Request,2024-01-27 00:00:00,Employee_C,8000,Operations
PO_0131,Manager Review,2024-01-27 04:00:00,Manager_3,8000,Operations
PO_0131,Rework Request,2024-01-28 04:00:00,Employee_D,8000,Operations
PO_0131,Manager Review,2024-01-28 18:00:00,Manager_3,8000,Operations
PO_0131,Finance Check,2024-01-29 03:00:00,Finance_Y,8000,Operations
PO_0131,Approve,2024-01-31 16:00:00,Manager_1,8000,Operations
PO_0131,Send to Vendor,2024-01-31 22:00:00,System,8000,Operations
PO_0132,Submit Purchase Request,2024-06-12 00:00:00,Employee_A,25000,Operations
PO_0132,Manager Review,2024-06-12 04:00:00,Manager_2,25000,Operations
PO_0132,Finance Check,2024-06-12 22:00:00,Finance_Z,25000,Operations
PO_0132,Approve,2024-06-13 22:00:00,Manager_1,25000,Operations
PO_0132,Final Approval,2024-06-14 01:00:00,Director_Beta,25000,Operations
PO_0132,Send to Vendor,2024-06-14 05:00:00,System,25000,Operations
PO_0133,Submit Purchase Request,2024-03-01 00:00:00,Employee_D,3000,IT
PO_0133,Manager Review,2024-03-01 01:00:00,Manager_3,3000,IT
PO_0133,Approve,2024-03-01 07:00:00,Manager_3,3000,IT
PO_0133,Send to Vendor,2024-03-01 15:00:00,System,3000,IT
PO_0134,Submit Purchase Request,2024-04-23 00:00:00,Employee_C,15000,Operations
PO_0134,Manager Review,2024-04-23 04:00:00,Manager_2,15000,Operations
PO_0134,Finance Check,2024-04-24 02:00:00,Finance_Y,15000,Operations
PO_0134,Approve,2024-04-25 13:00:00,Manager_1,15000,Operations
PO_0134,Final Approval,2024-04-25 14:00:00,Director_Alpha,15000,Operations
PO_0134,Send to Vendor,2024-04-26 23:00:00,System,15000,Operations
PO_0135,Submit Purchase Request,2024-01-31 00:00:00,Employee_D,25000,Finance
PO_0135,Manager Review,2024-01-31 02:00:00,Manager_3,25000,Finance
PO_0135,Finance Check,2024-01-31 13:00:00,Finance_Z,25000,Finance
PO_0135,Approve,2024-02-03 07:00:00,Manager_1,25000,Finance
PO_0135,Final Approval,2024-02-03 09:00:00,Director_Alpha,25000,Finance
PO_0135,Send to Vendor,2024-02-03 15:00:00,System,25000,Finance
PO_0136,Submit Purchase Request,2024-04-23 00:00:00,Employee_C,50000,Marketing
PO_0136,Manager Review,2024-04-23 03:00:00,Manager_3,50000,Marketing
PO_0136,Finance Check,2024-04-23 07:00:00,Finance_Z,50000,Marketing
PO_0136,Approve,2024-04-25 00:00:00,Manager_2,50000,Marketing
PO_0136,Final Approval,2024-04-25 03:00:00,Director_Alpha,50000,Marketing
PO_0136,Send to Vendor,2024-04-26 04:00:00,System,50000,Marketing
PO_0137,Submit Purchase Request,2024-02-21 00:00:00,Employee_D,5500,IT
PO_0137,Manager Review,2024-02-21 01:00:00,Manager_2,5500,IT
PO_0137,Finance Check,2024-02-21 20:00:00,Finance_Z,5500,IT
PO_0137,Approve,2024-02-23 23:00:00,Manager_2,5500,IT
PO_0137,Send to Vendor,2024-02-24 02:00:00,System,5500,IT
PO_0138,Submit Purchase Request,2024-03-20 00:00:00,Employee_D,1500,IT
PO_0138,Manager Review,2024-03-20 04:00:00,Manager_2,1500,IT
PO_0138,Approve,2024-03-21 00:00:00,Manager_1,1500,IT
PO_0138,Send to Vendor,2024-03-21 03:00:00,System,1500,IT
PO_0139,Submit Purchase Request,2024-04-25 00:00:00,Employee_B,15000,IT
PO_0139,Manager Review,2024-04-25 02:00:00,Manager_1,15000,IT
PO_0139,Finance Check,2024-04-25 17:00:00,Finance_Z,15000,IT
PO_0139,Approve,2024-04-26 04:00:00,Manager_1,15000,IT
PO_0139,Final Approval,2024-04-26 07:00:00,Director_Beta,15000,IT
PO_0139,Send to Vendor,2024-04-26 19:00:00,System,15000,IT
PO_0140,Submit Purchase Request,2024-02-27 00:00:00,Employee_C,3000,Operations
PO_0140,Manager Review,2024-02-27 01:00:00,Manager_2,3000,Operations
PO_0140,Approve,2024-02-27 09:00:00,Manager_3,3000,Operations
PO_0140,Send to Vendor,2024-02-27 14:00:00,System,3000,Operations
PO_0141,Submit Purchase Request,2024-06-06 00:00:00,Employee_B,3000,Operations
PO_0141,Manager Review,2024-06-06 02:00:00,Manager_1,3000,Operations
PO_0141,Approve,2024-06-07 01:00:00,Manager_3,3000,Operations
PO_0141,Send to Vendor,2024-06-07 07:00:00,System,3000,Operations
PO_0142,Submit Purchase Request,2024-01-21 00:00:00,Employee_C,500,IT
PO_0142,Manager Review,2024-01-21 02:00:00,Manager_3,500,IT
PO_0142,Rework Request,2024-01-21 17:00:00,Employee_A,500,IT
PO_0142,Manager Review,2024-01-23 04:00:00,Manager_3,500,IT
PO_0142,Approve,2024-01-23 14:00:00,Manager_2,500,IT
PO_0142,Send to Vendor,2024-01-23 19:00:00,System,500,IT
PO_0143,Submit Purchase Request,2024-06-24 00:00:00,Employee_A,50000,Marketing
PO_0143,Manager Review,2024-06-24 02:00:00,Manager_2,50000,Marketing
PO_0143,Finance Check,2024-06-24 17:00:00,Finance_Y,50000,Marketing
